Store Name,Link,Phone,Email,Address,Open Hours
Friendly Center,https://shop.lululemon.com/stores/us/greensboro/friendly-center,336-975-5163,friendlycenter-store@lululemon.com,"3334 W Friendly Ave, Suite 101, Greensboro, NC, US, 27410",Mon - Sat: 10:00am - 7:00pm; Sun: 12:00pm - 6:00pm
Birkdale Village,https://shop.lululemon.com/stores/us/huntersville/birkdale,704-826-3827,birkdale-store@lululemon.com,"16805 Birkdale Commons Pkwy, Unit 4, Huntersville, NC, US, 28078",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Crabtree Valley Mall,https://shop.lululemon.com/stores/us/raleigh/crabtree-valley-mall,919-504-5857,crabtree-store@lululemon.com,"4325 Glenwood Ave, Suite 2015, Raleigh, NC, US, 27612",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
North Hills,https://shop.lululemon.com/stores/us/raleigh/northhills,919-705-0289,northhills-store@lululemon.com,"4421 Six Forks Rd, Suite 113, Raleigh, NC, US, 27609",Mon - Thu: 10:00am - 7:00pm; Fri - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
Mayfaire Town Center Pop Up,https://shop.lululemon.com/stores/us/wilmington/mayfaire-town-center-pop-up,910-509-7520,mayfairetc-popup@lululemon.com,"6863 Main Street, Unit L115, Wilmington, NC, US, 28405",Mon - Thu: 10:00am - 7:00pm; Fri - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Thruway Local,https://shop.lululemon.com/stores/us/winston-salem/thruway-local,336-723-3002,thruway-local@lululemon.com,"312 S Stratford Rd, Suite 312, Winston-Salem, NC, US, 27103",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
West Acres Mall,https://shop.lululemon.com/stores/us/fargo/west-acres-mall,701-436-9419,fargo-store@lululemon.com,"3902 13th Ave S, Unit 507, Fargo, ND, US, 58103",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Greene Town Center,https://shop.lululemon.com/stores/us/beavercreek/greene-town-center,937-583-6430,greenetown-store@lululemon.com,"68 Plum St., Beavercreek, Ohio 45440, E-110, beavercreek, OH, US, 45440",Mon - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Kenwood,https://shop.lululemon.com/stores/us/cincinnati/kenwood,513-547-3521,kenwood-store@lululemon.com,"7875 Montgomery Rd, unit #75, Cincinnati, OH, US, 45236",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Hyde Park Square,https://shop.lululemon.com/stores/us/cincinnati/hydeparksquare,513-647-2368,hydeparksquare-store@lululemon.com,"3500 Michigan Terrace, R-1 & R-2, Cincinnati, OH, US, 45208",Mon - Sat: 10:00am - 7:00pm; Sun: 10:00am - 6:00pm
Easton Town Ctr,https://shop.lululemon.com/stores/us/columbus/eastontownctr,614-635-7958,easton-store@lululemon.com,"4070 The Strand, Unit 510, Columbus, OH, US, 43219",Mon - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Polaris Fashion Place,https://shop.lululemon.com/stores/us/columbus/columbus,614-635-7930,polaris-store@lululemon.com,"1500 Polaris Parkway, Space 1062, Columbus, OH, US, 43240",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
Summit Mall Pop Up,https://shop.lululemon.com/stores/us/akron/summit-mall-pop-up,234-291-3401,summitmall-popup@lululemon.com,"3265 West Market Street, 534D, Fairlawn, OH, US, 44333",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
The Toledo Local,https://shop.lululemon.com/stores/us/toledo/The-toledo-local,419-536-7605,thetoledolocal@lululemon.com,"3410 Secor Rd, Unit 530, Toledo, OH, US, 43606",Mon - Sat: 11:00am - 6:00pm; Sun: 11:00am - 4:00pm
Crocker Park,https://shop.lululemon.com/stores/us/westlake/crocker-park,440-750-2447,crockerpark-store@lululemon.com,"201 Market Street, Westlake, OH, US, 44145",Mon - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
Eton Chagrin,https://shop.lululemon.com/stores/us/woodmere/woodmere,216-877-8959,eton-store@lululemon.com,"28859 Chagrin Blvd, Woodmere, OH, US, 44122",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
Classen Curve,https://shop.lululemon.com/stores/us/oklahoma-city/classencurve,405-288-4841,classencurve-store@lululemon.com,"5825 NW Grand Blvd, Oklahoma City, OK, US, 73118",Mon - Sat: 10:00am - 7:00pm; Sun: 12:00pm - 6:00pm
Center1,https://shop.lululemon.com/stores/us/tulsa/centre1,918-233-6464,center1-store@lululemon.com,"3506 S. Peoria Ave, Tulsa, OK, US, 74105",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
The Bend Local,https://shop.lululemon.com/stores/us/bend/the-bend-local,541-843-8617,bend-local@lululemon.com,"655 SW Powerhouse Drive, 1201, Bend, OR, US, 97702",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Oakway Center,https://shop.lululemon.com/stores/us/eugene/oakway-center,541-250-3812,Oakway-store@lululemon.com,"Suite F 323 Oakway Road, Eugene, OR, US, 97401",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Clackamas Town Center,https://shop.lululemon.com/stores/us/happy-valley/clackamas-town-center-,503-659-1253,clackamas-store@lululemon.com,"12000 Southeast 82nd Avenue, Unit J112, Happy Valley, OR, US, 97086",Mon - Thu: 11:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
Washington Square,https://shop.lululemon.com/stores/us/portland/washington-square-store,503-966-7380,Washingtonsquare@lululemon.com,"9355 S.W. Washington Square Rd, Space H16, Portland, OR, US, 97223",Mon - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
Pearl District,https://shop.lululemon.com/stores/us/portland/pearldistrict,503-465-4620,pearl-store@lululemon.com,"1231 NW Couch Street, Portland, OR, US, 97209",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Bridgeport Village,https://shop.lululemon.com/stores/us/tigard/tigard,503-620-7438,bridgeport-store@lululemon.com,"7381B SW Bridgeport Rd, Tigard, OR, US, 97224",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Woodburn Premium Outlet,https://shop.lululemon.com/stores/us/woodburn/woodburn-premium-outlet,971-983-8008,woodburn-outlet@lululemon.com,"1001 Arney Rd, Suite 800, Woodburn, OR, US, 97071",Mon - Fri: 10:00am - 7:00pm; Sat: 10:00am - 8:00pm; Sun: 10:00am - 7:00pm
Suburban Square,https://shop.lululemon.com/stores/us/ardmore/suburban-square,610-885-0996,suburbansquare-store@lululemon.com,"49 St. Georges Place, Unit 11, Ardmore, PA, US, 19003",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Promenade at Upper Dublin,https://shop.lululemon.com/stores/us/dresher/promenade-at-upper-dublin,267-892-5404,upperdublin-store@lululemon.com,"1104 Market Street, Unit #E-09, Dresher, PA, US, 19025",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Shoppes at Brinton Lake,https://shop.lululemon.com/stores/us/glen-mills/shoppesatbrintonlake,610-601-2966,brintonlake-store@lululemon.com,"969 Baltimore Pike, Unit 2, Glen Mills, PA, US, 19342",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
King of Prussia,https://shop.lululemon.com/stores/us/king-of-prussia/kingofprussia,610-890-7351,kop-store@lululemon.com,"160 North Gulph Road, Space 2190, King of Prussia, PA, US, 19406",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
Lancaster Local,https://shop.lululemon.com/stores/us/lancaster/lancaster-local0,717-667-8393,lancaster-local@lululemon.com,"661 Harrisburg Ave, Lancaster, PA, US, 17603",Mon - Sat: 10:00am - 6:00pm; Sun: 10:00am - 5:00pm
Village at Newtown,https://shop.lululemon.com/stores/us/newtown/village-at-newtown,267-996-8912,newtown-store@lululemon.com,"2942 South Eagle Road, Space 37, Newtown, PA, US, 18940",Mon - Sat: 10:00am - 7:00pm; Sun: 10:00am - 6:00pm
Walnut St,https://shop.lululemon.com/stores/us/philadelphia/walnutstreet,215-515-5372,walnutstreet-store@lululemon.com,"1720 Walnut Street, Philadelphia, PA, US, 19103",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Shadyside,https://shop.lululemon.com/stores/us/pittsburgh/shadyside,412-900-4889,shadyside-store@lululemon.com,"5520 Walnut St, Pittsburgh, PA, US, 15232",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Ross Park Mall,https://shop.lululemon.com/stores/us/pittsburgh/rossparkmall,412-455-3387,rossparkmall-store@lululemon.com,"1000 Ross Park Mall Drive, N01K, Pittsburgh, PA, US, 15237",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
South Hills Village,https://shop.lululemon.com/stores/us/pittsburg/south-hills-village,412-816-8828,southhills-store@lululemon.com,"301 South Hills Village, suite 1400, Pittsburgh, PA, US, 15241",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
Pocono Premium Outlets Pop Up,https://shop.lululemon.com/stores/us/tannersville/pocono-premium-outlets-pop-up,,pocono-outlet@lululemon.com,"1000 Premium Outlets Dr., Tannersville, PA, US, 18372",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
Lehigh Valley Mall,https://shop.lululemon.com/stores/us/whitehall/lehigh-valley-mall,610-580-2467,lehighvalley-store@lululemon.com,"907 Lehigh Valley Lifestyle Center, Whitehall, PA, US, 18052",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
The Mall of San Juan,https://shop.lululemon.com/stores/us/puerto-rico/san-juan,787-302-0471,sanjuan-store@lululemon.com,"826 Collins Avenue, 2nd Floor, San Juan, PR, US, 00924",Mon - Sun: Closed
Garden City Center,https://shop.lululemon.com/stores/us/cranston/gardencity,401-340-2399,gardencity-store@lululemon.com,"65 Hillside Road, Suite 8070, Cranston, RI, US, 02920",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
The Shops at Long Wharf - Local,https://shop.lululemon.com/stores/us/newport/the-shops-at-long-wharf,401-847-1549,newport-local@lululemon.com,"45 Long Wharf, Space A, Newport, RI, US, 02840",Mon - Sat: 10:00am - 7:00pm; Sun: 10:00am - 6:00pm
Wayland Square,https://shop.lululemon.com/stores/us/providence/wayland-square,401-249-4610,waylandsquarelocal@lululemon.com,"195-201 Wayland Avenue, Providence, RI, US, 02906",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 5:00pm
King Street,https://shop.lululemon.com/stores/us/charleston/kingstreet,843-896-2415,kingstreet-store@lululemon.com,"279 King St, Charleston, SC, US, 29401",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 5:00pm
Trenholm Plaza,https://shop.lululemon.com/stores/us/columbia/trenholm-plaza-store,803-590-6789,trenholmplaza-store@lululemon.com,"4840 Forest Drive, #5, Columbia, SC, US, 29206",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Greenville,https://shop.lululemon.com/stores/us/greenville/greenville0,864-383-9501,Southmainst-store@lululemon.com,"600 South Main Street, Suite 100, Greenville, SC, US, 29601",Mon - Thu: 10:00am - 7:00pm; Fri: 10:00am - 8:00pm; Sat: 9:00am - 7:00pm; Sun: 10:00am - 6:00pm
Shelter Cove Town Center,https://shop.lululemon.com/stores/us/hilton-head-island/shelter-cove-town-center,803-887-3008,sheltercove-store@lululemon.com,"30 Shelter Cove Lane, Unit 140, Hilton Head Island, SC, US, 29928",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Freshfields Village Pop Up,https://shop.lululemon.com/stores/us/johns-island/freshfields-village-pop-up,843-768-3566,freshfieldsvil-popup@lululemon.com,"654 Freshfields Drive, Suite 200, Johns Island, SC, US, 29455",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Mt Pleasant Town Centre,https://shop.lululemon.com/stores/us/mt-pleasant/mt-pleasant-town-centre,843-380-5742,mtpleasant-store@lululemon.com,"1232 Belk Dr, Mt Pleasant, SC, US, 29464",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Myrtle Beach Outlet,https://shop.lululemon.com/stores/us/myrtle-beach/myrtle-beach-outlet,843-894-2750,myrtlebeach-outlet@lululemon.com,"10843 Kings Rd, Building 6, #635, myrtle beach, SC, US, 29572",Mon - Sat: 10:00am - 9:00pm; Sun: 10:00am - 7:00pm
Empire Mall,https://shop.lululemon.com/stores/us/sioux-falls/empire-mall,605-702-4456,Empire-Mall@lululemon.com,"4001 W 41st St, unit 0318B, Sioux Falls, SD, US, 57106",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
Hill Center Brentwood,https://shop.lululemon.com/stores/us/brentwood/hill-center-brentwood,615-949-3320,brentwood-store@lululemon.com,"211 Franklin Road, Suite 155, Brentwood, TN, US, 37027",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Warehouse Row,https://shop.lululemon.com/stores/us/chattanooga/warehouse-row,423-418-6816,warehouserow-store@lululemon.com,"1110 Market Street, Unit 117B, Chattanooga, TN, US, 37402",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 5:00pm
Southside at McEwen,https://shop.lululemon.com/stores/us/franklin/southside,615-808-8714,southside-store@lululemon.com,"1556 West McEwen Drive, 132, Franklin, TN, US, 37067",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Saddle Creek,https://shop.lululemon.com/stores/us/memphis/Saddlecreek,901-617-7470,Memphis-store@lululemon.com,"7509 Poplar Ave, Suite 106, Germantown, TN, US, 38138",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
West Town Mall,https://shop.lululemon.com/stores/us/knoxville/west-town-mall,865-999-8483,westtown-store@lululemon.com,"7600 Kingston Pike, Suite 1196, Knoxville, TN, US, 37919",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Kingston Pike,https://shop.lululemon.com/stores/us/knoxville/kingston-pike,865-584-1519,kingstonpike-store@lululemon.com,"5410 Kingston Pike, Knoxville, TN, US, 37919",Mon - Sat: 10:00am - 7:00pm; Sun: 12:00pm - 6:00pm
The Avenue Murfreesboro Pop Up,https://shop.lululemon.com/stores/us/murfreesboro/the-avenue-murfreesboro-pop-up,615-701-4961,Murfreesboro-popup@lululemon.com,"2615 Medical Center Pkwy, Suite #1550, Murfreesboro, TN, US, 37129",Mon - Sat: 10:00am - 7:00pm; Sun: 12:00pm - 6:00pm
The Gulch,https://shop.lululemon.com/stores/us/nashville/the-gulch,629-205-4541,thegulch-store@lululemon.com,"339 11th Avenue South, Nashville, TN, US, 37203",Mon - Fri: 10:00am - 7:00pm; Sat: 9:00am - 7:00pm; Sun: 10:00am - 6:00pm
Mall at Green Hills,https://shop.lululemon.com/stores/us/nashville/mall-at-green-hills,615-326-1259,greenhills-store@lululemon.com,"2126 Abbott Martin Road, Suite 242, Nashville, TN, US, 37215",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Hill Center,https://shop.lululemon.com/stores/us/nashville/nashville,615-808-8611,hillcenter-store@lululemon.com,"4027 Hillsboro Pike, Unit 705, Nashville, TN, US, 37215",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
"Tanger Outlets, Sevierville",https://shop.lululemon.com/stores/us/sevierville/tanger-outlets-sevierville,865-429-7772,sevierville-outlet@lululemon.com,"1645 Parkway Ste 960, Suite 1195, Sevierville, TN, US, 37862",Mon - Sat: 10:00am - 9:00pm; Sun: 10:00am - 7:00pm
Watters Creek,https://shop.lululemon.com/stores/us/alllen/watters-creek,469-991-7373,watterscreek-store@lululemon.com,"877 Watters Creek Blvd, Shop M800 Watters Creek Village, Alllen, TX, US, 75013",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
Arlington Highlands Pop Up,https://shop.lululemon.com/stores/us/arlington/arlington-highlands-pop-up,817-466-7302,arlington-popup@lululemon.com,"3900 Arlington Highlands Blvd, #165, Arlington, TX, US, 76018",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Music Lane,https://shop.lululemon.com/stores/us/austin/music-lane,512-601-8669,musiclane-store@lululemon.com,"1009 South Congress Avenue, Austin, TX, US, 78704",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
6th and Lamar,https://shop.lululemon.com/stores/us/austin/6thandlamar,512-881-7312,austin-store@lululemon.com,"1016 West 6th Street, Austin, TX, US, 78703",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
The Domain,https://shop.lululemon.com/stores/us/austin/domainstore,512-601-8738,domain-store@lululemon.com,"11600 Century Oaks Terrace, Suite 116, Austin, TX, US, 78758",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
Barton Creek Square,https://shop.lululemon.com/stores/us/austin/bartoncreeksquare,512-601-8823,bartoncreek-store@lululemon.com,"2901 S Capital of Texas Highway, Unit A10B, Austin, TX, US, 78746",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Hill Country Galleria Pop Up,https://shop.lululemon.com/stores/us/bee-cave/hill-country-galleria-pop-up,512-263-7547,Hillcountry-popup@lululemon.com,"12801 Hill Country Boulevard, Suite C1-110, Bee Cave, TX, US, 78738",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Century Square,https://shop.lululemon.com/stores/us/college-station/century-square,979-300-6996,centurysquare-local@lululemon.com,"155 Century Court, Suite 109, College Station, TX, US, 77840",Mon - Thu: 10:00am - 7:00pm; Fri - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
La Palmera Pop Up,https://shop.lululemon.com/stores/us/corpus-christi/la-palmera-pop-up,361-900-2071,CorpusChristi-popup@lululemon.com,"5488 S Padre Island Dr, Corpus Christi, TX, US, 78411",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
Houston Premium Outlets,https://shop.lululemon.com/stores/us/cypress/houston-premium-outlets,281-766-7647,houston-outlet@lululemon.com,"29300 Hempstead Rd, Unit 813, Cypress, TX, US, 77433",Mon - Fri: 10:00am - 8:00pm; Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
Knox Street,https://shop.lululemon.com/stores/us/dallas/knoxstreet,214-380-1462,knoxstreet-store@lululemon.com,"3201 Knox St, Dallas, TX, US, 75205",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Dallas Galleria,https://shop.lululemon.com/stores/us/dallas/dallasgalleria,972-845-8910,dallasgalleria-store@lululemon.com,"13350 N. Dallas Parkway, Suite 2285, Dallas, TX, US, 75240",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
North Park,https://shop.lululemon.com/stores/us/dallas/northpark,214-380-1638,northpark-store@lululemon.com,"8687 N Central Expy, Space C2-624, Dallas, TX, US, 75225",Mon - Tue: 10:00am - 9:00pm; Wed: 10:00am - 8:00pm; Thu - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
El Paso Local,https://shop.lululemon.com/stores/us/el-paso/el-paso-local,915-221-8749,elpaso-local@lululemon.com,"6801 North Mesa, Suites A-1, El Paso, TX, US, 79912",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 5:00pm
Cielo Vista Mall Pop Up,https://shop.lululemon.com/stores/us/el-paso/cielo-vista-mall-pop-up,915-955-5488,cielovistamall-popup@lululemon.com,"8401 Gateway Blvd West, Space E09B, El Paso, TX, US, 79925",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
"Tanger Outlets, Fort Worth",https://shop.lululemon.com/stores/us/fort-worth/tanger-outlets--fort-worth,682-399-7011,fortworth-outlet@lululemon.com,"15861 North Freeway, Suite 850, Fort Worth, TX, US, 76177",Mon - Sat: 10:00am - 9:00pm; Sun: 10:00am - 7:00pm
Fort Worth,https://shop.lululemon.com/stores/us/fort-worth/fortworth,817-803-1109,fortworth-store@lululemon.com,"1604 South University Drive, Unit 504, Fort Worth, TX, US, 76107",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
Baybrook,https://shop.lululemon.com/stores/us/friendswood/baybrook,346-384-8549,baybrookmall-store@lululemon.com,"Suite A110 - 700 Baybrook Mall, Friendswood, TX, US, 77546",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 6:00pm
Stonebriar,https://shop.lululemon.com/stores/us/frisco/stonebriar-,469-956-5263,stonebriar-store@lululemon.com,"2601 Preston Road, Space #1079, Frisco, TX, US, 75034",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Houston Galleria,https://shop.lululemon.com/stores/us/houston/houston,281-801-9835,houstongalleria-store@lululemon.com,"5015 Westheimer (Galleria I), Suite A-3473, Houston, TX, US, 77056",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 7:00pm
Houston Heights Local,https://shop.lululemon.com/stores/us/houston/houston-heights-local,713-881-9704,houstonheights-local@lululemon.com,"713 Heights Blvd, Bungalow 5, Houston, TX, US, 77007",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Willowbrook Mall Pop Up,https://shop.lululemon.com/stores/us/houston/willbowbrook-mall-pop-up,281-469-1309,WillowbrookTX-popup@lululemon.com,"2000 Willowbrook Mall, Suite 1572, Houston, TX, US, 77070",Mon - Thu: 11:00am - 8:00pm; Fri - Sat: 11:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Highland Village,https://shop.lululemon.com/stores/us/houston/highlandvillage,281-603-4179,Highlandvillage-store@lululemon.com,"4023 Westheimer, Houston, TX, US, 77027",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Rice Village,https://shop.lululemon.com/stores/us/houston/rice-village,346-988-3874,ricevillage-store@lululemon.com,"2560 University Blvd, Houston, TX, US, 77005",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
Houston CityCentre,https://shop.lululemon.com/stores/us/houston/houstoncity,281-916-2660,houstoncitycentre-store@lululemon.com,"800 Town and Country Boulevard, 100, Houston, TX, US, 77024",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
Lacenterra at Cinco Ranch,https://shop.lululemon.com/stores/us/katy/lacenterra-at-cinco-ranch,281-371-6928,lacenterra-store@lululemon.com,"23501 Cinco Ranch Blvd, Unit #B120, Katy, TX, US, 77494",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
Kingsgate Center South,https://shop.lululemon.com/stores/us/lubbock/kingsgate-center-south,806-602-2692,kingsgate-store@lululemon.com,"8201 Quaker Avenue, Unit #126, Lubbock, TX, US, 79424",Mon - Sat: 10:00am - 7:00pm; Sun: 12:00pm - 6:00pm
La Plaza Mall,https://shop.lululemon.com/stores/us/mcallen/la-plaza-mall,210-812-4964,laplazamall-store@lululemon.com,"2200 S 10th St., A04B, McAllen, TX, US, 78503",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
Legacy West,https://shop.lululemon.com/stores/us/plano/plano,972-782-5986,legacywest-store@lululemon.com,"7600 Windrose Ave, Block G Suite 120, Plano, TX, US, 75024",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
North Star Pop Up,https://shop.lululemon.com/stores/us/san-antonio/north-star-pop-up,726-900-3607,northstar-popup@lululemon.com,"7400 San Pedro Avenue, Unit 1210, San Antonio, TX, US, 78216",Mon - Thu: 11:00am - 8:00pm; Fri - Sat: 11:00am - 9:00pm; Sun: 12:00pm - 6:00pm
The Quarry,https://shop.lululemon.com/stores/us/san-antonio/quarrymarket,210-361-4468,quarry-store@lululemon.com,"255 East Basse Road, Suite 410, San Antonio, TX, US, 78209",Mon - Sat: 10:00am - 8:00pm; Sun: 12:00pm - 6:00pm
Shops at La Cantera,https://shop.lululemon.com/stores/us/san-antonio/shopsatlacantera,210-942-8749,lacantera-store@lululemon.com,"15900 La Cantera Parkway, Suite #5515, San Antonio, TX, US, 78256",Mon - Thu: 11:00am - 8:00pm; Fri - Sat: 11:00am - 9:00pm; Sun: 12:00pm - 6:00pm
San Marcos Premium Outlet,https://shop.lululemon.com/stores/us/san-marcos/sanmarcos,512-353-0140,sanmarcos-outlet@lululemon.com,"lululemon, 3939 Interstate 35, Suite 1340, San Marcos, TX, US, 78666",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 11:00am - 7:00pm
"Market St, Woodlands",https://shop.lululemon.com/stores/us/shenandoah/woodlands,281-357-9605,woodlands-store@lululemon.com,"9595 Six Pines Drive, Suite 570, Shenandoah, TX, US, 77380",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Southlake Town Square,https://shop.lululemon.com/stores/us/southlake/southlaketownsquare,817-839-3246,southlake-store@lululemon.com,"233 Grand Avenue, Southlake, TX, US, 76092",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
First Colony Mall,https://shop.lululemon.com/stores/us/sugar-land/first-colony-mall,281-882-3828,firstcolony-store@lululemon.com,"16535 Southwest Freeway, Unit 2004, Sugar Land, TX, US, 77479",Mon - Sat: 10:00am - 8:00pm; Sun: 11:00am - 6:00pm
Broadway Square Pop Up,https://shop.lululemon.com/stores/us/tyler/broadway-square-pop-up,903-730-6749,broadwaysquare-popup@lululemon.com,"4601 S. Broadway Ave, Tyler, Unit B11, Tyler, TX, US, 75703",Mon - Thu: 11:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Station Park,https://shop.lululemon.com/stores/us/farmington/station-park,801-683-6829,stationpark-store@lululemon.com,"135 N. West Promontory, F-125, Farmington, UT, US, 84025",Mon - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
Fashion Place,https://shop.lululemon.com/stores/us/murray/fashionplace,385-337-2968,fashionplace-store@lululemon.com,"6191 S, State St, Unit 1575, Murray, UT, US, 84107",Mon - Thu: 10:00am - 8:00pm; Fri - Sat: 10:00am - 9:00pm; Sun: 12:00pm - 6:00pm
University Place,https://shop.lululemon.com/stores/us/orem/university-place,801-224-7363,universitypl-store@lululemon.com,"575 E University Parkway, Unit #B34, Orem, UT, US, 84097",Mon - Sat: 10:00am - 9:00pm; Sun: Closed
Main St. Park City,https://shop.lululemon.com/stores/us/park-city/mainst,435-447-4595,parkcity-store@lululemon.com,"333 Main St, Suite G, Park City, UT, US, 84060",Mon - Sat: 10:00am - 7:00pm; Sun: 11:00am - 6:00pm
